,Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
1130,Chona,2020-11-23 21:09:22,00:21:13,Autoplayed: user action: None; ,Community: Temporada 2: Anthropology 101 (Capítulo 1),,Apple Apple TV 4 Apple TV,00:21:15,Not latest view,AR (Argentina)
1131,Chona,2020-11-23 20:47:49,00:21:21,Autoplayed: user action: None; ,Community: Temporada 1: Pascal's Triangle Revisited (Capítulo 25),,Apple Apple TV 4 Apple TV,00:21:23,Not latest view,AR (Argentina)
1132,Chona,2020-11-23 20:25:54,00:21:00,Autoplayed: user action: None; ,Community: Temporada 1: English as a Second Language (Capítulo 24),,Apple Apple TV 4 Apple TV,00:21:23,Not latest view,AR (Argentina)
1133,Chona,2020-11-23 20:02:41,00:21:27,,Community: Temporada 1: Modern Warfare (Capítulo 23),,Apple Apple TV 4 Apple TV,00:21:07,Not latest view,AR (Argentina)
1134,Chona,2020-11-23 19:39:50,00:22:06,,Community: Temporada 1: The Art of Discourse (Capítulo 22),,Apple Apple TV 4 Apple TV,00:21:17,Not latest view,AR (Argentina)
1135,Chona,2020-11-23 18:57:01,00:21:21,,Community: Temporada 1: Contemporary American Poultry (Capítulo 21),,Apple Apple TV 4 Apple TV,00:21:21,Not latest view,AR (Argentina)
1136,Chona,2020-11-23 18:06:01,00:18:43,Autoplayed: user action: None; ,Community: Temporada 1: The Science of Illusion (Capítulo 20),,Apple Apple TV 4 Apple TV,00:18:44,Not latest view,AR (Argentina)
1137,Chona,2020-11-23 17:44:28,00:21:23,Autoplayed: user action: None; ,Community: Temporada 1: Beginner Pottery (Capítulo 19),,Apple Apple TV 4 Apple TV,00:21:25,Not latest view,AR (Argentina)
1138,Chona,2020-11-23 17:23:15,00:21:02,Autoplayed: user action: None; ,Community: Temporada 1: Basic Genealogy (Capítulo 18),,Apple Apple TV 4 Apple TV,00:21:03,Not latest view,AR (Argentina)
1139,Chona,2020-11-23 17:01:42,00:21:24,,Community: Temporada 1: Physical Education (Capítulo 17),,Apple Apple TV 4 Apple TV,00:21:25,Not latest view,AR (Argentina)
1140,Chona,2020-11-23 16:49:54,00:11:35,,Community: Temporada 1: Communication Studies (Capítulo 16),,Apple Apple TV 4 Apple TV,00:21:06,Not latest view,AR (Argentina)
1141,Chona,2020-11-23 14:35:15,00:09:40,,Community: Temporada 1: Communication Studies (Capítulo 16),,Apple Apple TV 4 Apple TV,00:09:41,Not latest view,AR (Argentina)
1142,Chona,2020-11-23 04:09:56,00:21:11,Autoplayed: user action: None; ,Community: Temporada 1: Romantic Expressionism (Capítulo 15),,Apple Apple TV 4 Apple TV,00:21:12,Not latest view,AR (Argentina)
1143,Chona,2020-11-23 03:47:56,00:20:45,,Community: Temporada 1: Interpretive Dance (Capítulo 14),,Apple Apple TV 4 Apple TV,00:20:47,Not latest view,AR (Argentina)
1144,Chona,2020-11-23 03:30:58,00:16:55,,Community: Temporada 1: Investigative Journalism (Capítulo 13),,Apple Apple TV 4 Apple TV,00:21:09,Not latest view,AR (Argentina)
1145,Chona,2020-11-22 02:56:26,00:04:14,,Community: Temporada 1: Investigative Journalism (Capítulo 13),,Apple Apple TV 4 Apple TV,00:04:14,Not latest view,AR (Argentina)
1146,Chona,2020-11-22 02:56:16,00:00:03,,Community: Temporada 1: Investigative Journalism (Capítulo 13),,Apple Apple TV 4 Apple TV,00:02:03,Not latest view,AR (Argentina)
1147,Chona,2020-11-22 02:11:27,00:01:59,Autoplayed: user action: None; ,Community: Temporada 1: Investigative Journalism (Capítulo 13),,Apple Apple TV 4 Apple TV,00:02:00,Not latest view,AR (Argentina)
1148,Chona,2020-11-22 01:49:56,00:21:22,Autoplayed: user action: None; ,Community: Temporada 1: Comparative Religion (Capítulo 12),,Apple Apple TV 4 Apple TV,00:21:23,Not latest view,AR (Argentina)
1149,Chona,2020-11-22 01:28:23,00:21:22,Autoplayed: user action: None; ,Community: Temporada 1: The Politics of Human Sexuality (Capítulo 11),,Apple Apple TV 4 Apple TV,00:21:23,Not latest view,AR (Argentina)
1150,Chona,2020-11-22 01:06:47,00:21:24,,Community: Temporada 1: Environmental Science (Capítulo 10),,Apple Apple TV 4 Apple TV,00:21:25,Not latest view,AR (Argentina)
1151,Chona,2020-11-22 00:10:37,00:00:03,,Community: Temporada 1: Environmental Science (Capítulo 10),,Apple Apple TV 4 Apple TV,00:00:04,Not latest view,AR (Argentina)
1152,Chona,2020-11-21 23:50:40,00:17:09,,Community: Temporada 1: Home Economics (Capítulo 8),,Apple Apple TV 4 Apple TV,00:21:23,Not latest view,AR (Argentina)
1153,Chona,2020-11-21 21:57:09,00:04:13,,Community: Temporada 1: Home Economics (Capítulo 8),,Apple Apple TV 4 Apple TV,00:04:14,Not latest view,AR (Argentina)
1154,Chona,2020-11-21 21:37:37,00:18:56,,Community: Temporada 1: Introduction to Statistics (Capítulo 7),,Apple Apple TV 4 Apple TV,00:21:23,Not latest view,AR (Argentina)
1155,Chona,2020-11-21 17:30:07,00:14:23,,BoJack Horseman: Temporada 1: BoJack enemigo público (Capítulo 2),,Apple Apple TV 4 Apple TV,00:24:12,00:24:12,AR (Argentina)
1156,Chona,2020-11-21 16:47:50,00:06:10,,BoJack Horseman: Temporada 1: BoJack enemigo público (Capítulo 2),,Apple Apple TV 4 Apple TV,00:09:48,Not latest view,AR (Argentina)
1157,Chona,2020-11-21 16:38:22,00:02:49,Autoplayed: user action: None; ,BoJack Horseman: Temporada 1: BoJack enemigo público (Capítulo 2),,Apple Apple TV 4 Apple TV,00:02:54,Not latest view,AR (Argentina)
1158,Chona,2020-11-21 16:09:36,00:24:23,,"BoJack Horseman: Temporada 1: BoJack Horseman: Temporada 1: La historia de BoJack, capítulo 1 (Capítulo 1)",,Apple Apple TV 4 Apple TV,00:24:22,00:24:22,AR (Argentina)
1159,Chona,2020-11-21 16:09:00,00:00:16,,Horsin' Around,,Apple Apple TV 4 Apple TV,00:00:17,00:00:17,AR (Argentina)
1160,Chona,2020-11-21 15:14:27,00:02:08,Autoplayed: user action: None; ,Community: Temporada 1: Introduction to Statistics (Capítulo 7),,Apple Apple TV 4 Apple TV,00:02:10,Not latest view,AR (Argentina)
1161,Chona,2020-11-21 14:52:41,00:21:24,Autoplayed: user action: None; ,"Community: Temporada 1: Football, Feminism and You (Capítulo 6)",,Apple Apple TV 4 Apple TV,00:21:25,Not latest view,AR (Argentina)
1162,Chona,2020-11-21 14:29:20,00:21:24,,Community: Temporada 1: Advanced Criminal Law (Capítulo 5),,Apple Apple TV 4 Apple TV,00:21:25,Not latest view,AR (Argentina)
1163,Chona,2020-11-21 14:06:42,00:22:27,,Community: Temporada 1: Social Psychology (Capítulo 4),,Apple Apple TV 4 Apple TV,00:22:27,Not latest view,AR (Argentina)
1164,Chona,2020-11-21 01:10:21,00:05:52,,Community: Temporada 1: Introduction to Film (Capítulo 3),,Apple Apple TV 4 Apple TV,00:20:46,Not latest view,AR (Argentina)
1165,Chona,2020-11-20 02:05:14,00:12:13,,Community: Temporada 1: Introduction to Film (Capítulo 3),,Apple Apple TV 4 Apple TV,00:14:53,Not latest view,AR (Argentina)
1166,Chona,2020-11-20 02:01:28,00:02:13,Autoplayed: user action: None; ,Community: Temporada 1: Introduction to Film (Capítulo 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:02:16,Not latest view,AR (Argentina)
1167,Chona,2020-11-20 01:25:26,00:21:06,Autoplayed: user action: None; ,Community: Temporada 1: Spanish 101 (Capítulo 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:18,Not latest view,AR (Argentina)
1168,Chona,2020-11-20 01:01:12,00:21:50,,Community: Temporada 1: Community (Capítulo 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:20,Not latest view,AR (Argentina)
1169,Chona,2020-11-19 19:12:58,00:26:26,,Community: Temporada 6: Consecuencias emocionales de las transmisiones televisivas (Capítulo 13),,Apple Apple TV 4 Apple TV,00:26:38,Not latest view,AR (Argentina)
1170,Chona,2020-11-19 03:20:13,00:00:10,,Community: Temporada 6: Consecuencias emocionales de las transmisiones televisivas (Capítulo 13),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:10,Not latest view,AR (Argentina)
1171,Chona,2020-11-19 02:54:39,00:25:33,,Community: Temporada 6: Videografía de bodas (Capítulo 12),,Netflix Chrome MAC (Cadmium) HTML 5,00:25:33,Not latest view,AR (Argentina)
1172,Chona,2020-11-19 02:52:58,00:01:31,,Community: Temporada 6: Espionaje moderno (Capítulo 11),,Netflix Chrome MAC (Cadmium) HTML 5,00:27:51,Not latest view,AR (Argentina)
1173,Chona,2020-11-19 01:04:33,00:09:45,,Community: Temporada 6: Espionaje moderno (Capítulo 11),,Apple Apple TV 4 Apple TV,00:26:20,Not latest view,AR (Argentina)
1174,Chona,2020-11-19 00:59:11,00:04:36,,Community: Temporada 6: Espionaje moderno (Capítulo 11),,Apple Apple TV 4 Apple TV,00:16:35,Not latest view,AR (Argentina)
1175,Chona,2020-11-19 00:46:54,00:11:59,,Community: Temporada 6: Espionaje moderno (Capítulo 11),,Apple Apple TV 4 Apple TV,00:11:58,Not latest view,AR (Argentina)
1176,Chona,2020-11-19 00:46:36,00:00:05,,Community: Temporada 6: Reparación de vehículos recreativos y quiromancia (Capítulo 10),,Apple Apple TV 4 Apple TV,00:00:05,Not latest view,AR (Argentina)
1177,Chona,2020-11-18 20:44:23,00:10:31,,Community: Temporada 6: Reparación de vehículos recreativos y quiromancia (Capítulo 10),,Apple Apple TV 4 Apple TV,00:25:31,Not latest view,AR (Argentina)
1178,Chona,2020-11-18 20:29:33,00:14:38,Autoplayed: user action: None; ,Community: Temporada 6: Reparación de vehículos recreativos y quiromancia (Capítulo 10),,Apple Apple TV 4 Apple TV,00:14:59,Not latest view,AR (Argentina)
1179,Chona,2020-11-18 20:00:51,00:28:30,,Community: Temporada 6: Estafa: Nivel básico (Capítulo 9),,Apple Apple TV 4 Apple TV,00:28:28,Not latest view,AR (Argentina)
1180,Chona,2020-11-18 17:32:39,00:12:20,Autoplayed: user action: None; ,Community: Temporada 6: Estafa: Nivel básico (Capítulo 9),,Apple Apple TV 4 Apple TV,00:12:21,Not latest view,AR (Argentina)
1181,Chona,2020-11-18 17:04:56,00:27:41,,Community: Temporada 6: Introducción al cine reciclado (Capítulo 8),,Apple Apple TV 4 Apple TV,00:28:03,Not latest view,AR (Argentina)
1182,Chona,2020-11-18 16:34:20,00:27:42,,Community: Temporada 6: Características avanzadas de seguridad (Capítulo 7),,Apple Apple TV 4 Apple TV,00:27:54,Not latest view,AR (Argentina)
1183,Chona,2020-11-18 03:12:57,00:27:05,Autoplayed: user action: None; ,Community: Temporada 6: Seguridad básica para emails (Capítulo 6),,Apple Apple TV 4 Apple TV,00:27:29,Not latest view,AR (Argentina)
1184,Chona,2020-11-18 02:44:50,00:28:04,,Community: Temporada 6: Leyes de la robótica y derecho a fiestas (Capítulo 5),,Apple Apple TV 4 Apple TV,00:28:20,Not latest view,AR (Argentina)
1185,Chona,2020-11-18 02:13:05,00:29:55,Autoplayed: user action: None; ,Community: Temporada 6: Temas homosexuales y lustrado avanzado (Capítulo 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:30:14,Not latest view,AR (Argentina)
1186,Chona,2020-11-18 01:48:55,00:23:39,,Community: Temporada 6: Decoro básico en la sala de crisis (Capítulo 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:23:59,Not latest view,AR (Argentina)
1187,Chona,2020-11-18 01:21:10,00:26:03,,Community: Temporada 6: Mantenimiento de la cortacésped y cuidado posnatal (Capítulo 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:26:22,Not latest view,AR (Argentina)
1188,Chona,2020-11-17 21:58:15,00:26:27,,Community: Temporada 6: Escaleras (Capítulo 1),,Apple Apple TV 4 Apple TV,00:26:50,Not latest view,AR (Argentina)
1189,Chona,2020-11-17 21:31:33,00:21:01,Autoplayed: user action: None; ,Community: Temporada 5: Sándwiches básicos (Capítulo 13),,Apple Apple TV 4 Apple TV,00:21:33,Not latest view,AR (Argentina)
1190,Chona,2020-11-17 21:08:50,00:21:17,Autoplayed: user action: None; ,Community: Temporada 5: Historia básica (Capítulo 12),,Apple Apple TV 4 Apple TV,00:21:41,Not latest view,AR (Argentina)
1191,Chona,2020-11-17 21:01:22,00:07:13,,Community: Temporada 5: G. I. Jeff (Capítulo 11),,Apple Apple TV 4 Apple TV,00:20:51,Not latest view,AR (Argentina)
1192,Chona,2020-11-17 20:09:24,00:13:36,Autoplayed: user action: None; ,Community: Temporada 5: G. I. Jeff (Capítulo 11),,Apple Apple TV 4 Apple TV,00:13:37,Not latest view,AR (Argentina)
1193,Chona,2020-11-17 20:01:03,00:07:56,,Community: Temporada 5: El regreso de ellos jugando Calabozos y dragones (Capítulo 10),,Apple Apple TV 4 Apple TV,00:21:41,Not latest view,AR (Argentina)
1194,Chona,2020-11-17 03:12:58,00:13:44,Autoplayed: user action: None; ,Community: Temporada 5: El regreso de ellos jugando Calabozos y dragones (Capítulo 10),,Apple Apple TV 4 Apple TV,00:13:45,Not latest view,AR (Argentina)
1195,Chona,2020-11-17 02:51:29,00:21:19,Autoplayed: user action: None; ,Community: Temporada 5: Mantenimiento de VCR y publicaciones educativas (Capítulo 9),,Apple Apple TV 4 Apple TV,00:21:41,Not latest view,AR (Argentina)
1196,Chona,2020-11-17 02:30:02,00:21:19,,Community: Temporada 5: Desarrollo de aplicaciones y condimentos (Capítulo 8),,Apple Apple TV 4 Apple TV,00:21:43,Not latest view,AR (Argentina)
1197,Chona,2020-11-17 02:08:41,00:21:07,,Community: Temporada 5: Bondage y beta sexual masculina (Capítulo 7),,Apple Apple TV 4 Apple TV,00:21:28,Not latest view,AR (Argentina)
1198,Chona,2020-11-17 01:44:54,00:22:09,Autoplayed: user action: None; ,Community: Temporada 5: Análisis de las relaciones basadas en corcho (Capítulo 6),,Apple Apple TV 4 Apple TV,00:21:31,Not latest view,AR (Argentina)
1199,Chona,2020-11-17 01:22:38,00:21:39,Autoplayed: user action: None; ,Community: Temporada 5: Escapismo geotérmico (Capítulo 5),,Apple Apple TV 4 Apple TV,00:21:41,Not latest view,AR (Argentina)
1200,Chona,2020-11-17 00:58:17,00:20:22,Autoplayed: user action: None; ,Community: Temporada 5: Poligrafía cooperativa (Capítulo 4),,Apple Apple TV 4 Apple TV,00:20:43,Not latest view,AR (Argentina)
1201,Chona,2020-11-17 00:36:34,00:21:34,,Community: Temporada 5: Numismática intergluteal básica (Capítulo 3),,Apple Apple TV 4 Apple TV,00:21:35,Not latest view,AR (Argentina)
1202,Chona,2020-11-16 20:11:39,00:21:06,,Community: Temporada 5: Introducción a la enseñanza (Capítulo 2),,Apple Apple TV 4 Apple TV,00:21:28,Not latest view,AR (Argentina)
1203,Chona,2020-11-16 19:50:25,00:21:10,,Community: Temporada 5: Repiloto (Capítulo 1),,Apple Apple TV 4 Apple TV,00:21:29,Not latest view,AR (Argentina)
1204,Chona,2020-11-16 19:27:47,00:21:07,,Community: Temporada 4: Introducción avanzada a la finalidad (Capítulo 13),,Apple Apple TV 4 Apple TV,00:21:30,Not latest view,AR (Argentina)
1205,Chona,2020-11-16 19:05:20,00:21:08,,Community: Temporada 4: Orígenes heroicos (Capítulo 12),,Apple Apple TV 4 Apple TV,00:21:29,Not latest view,AR (Argentina)
1206,Chona,2020-11-16 03:29:49,00:21:11,,Community: Temporada 4: Anatomía humana básica (Capítulo 11),,Apple Apple TV 4 Apple TV,00:21:33,Not latest view,AR (Argentina)
1207,Chona,2020-11-16 03:08:09,00:21:34,Autoplayed: user action: None; ,Community: Temporada 4: Introducción a los nudos (Capítulo 10),,Apple Apple TV 4 Apple TV,00:21:35,Not latest view,AR (Argentina)
1208,Chona,2020-11-16 02:42:40,00:20:30,,Community: Temporada 4: Introducción a la sustitución con muñecos de fieltro (Capítulo 9),,Apple Apple TV 4 Apple TV,00:20:49,Not latest view,AR (Argentina)
1209,Chona,2020-11-16 02:20:35,00:21:08,Autoplayed: user action: None; ,Community: Temporada 4: Su historia del baile (Capítulo 8),,Apple Apple TV 4 Apple TV,00:21:31,Not latest view,AR (Argentina)
1210,Chona,2020-11-16 01:58:55,00:21:29,Autoplayed: user action: None; ,Community: Temporada 4: Economía de la biología marina (Capítulo 7),,Apple Apple TV 4 Apple TV,00:21:31,Not latest view,AR (Argentina)
1211,Chona,2020-11-16 01:33:48,00:21:17,,Community: Temporada 4: Filmación avanzada de documental (Capítulo 6),,Apple Apple TV 4 Apple TV,00:21:37,Not latest view,AR (Argentina)
1212,Chona,2020-11-16 01:00:07,00:21:26,,Brooklyn Nine-Nine: Temporada 3: Paranoia (Capítulo 20),,Apple Apple TV 4 Apple TV,00:21:23,00:21:23,AR (Argentina)
1213,Chona,2020-11-15 23:48:26,00:21:36,Autoplayed: user action: None; ,Community: Temporada 4: Escapismo cooperativo en relaciones familiares (Capítulo 5),,Apple Apple TV 4 Apple TV,00:21:37,Not latest view,AR (Argentina)
1214,Chona,2020-11-15 23:24:07,00:21:19,Autoplayed: user action: None; ,Community: Temporada 4: Historia alternativa de la invasión alemana (Capítulo 4),,Apple Apple TV 4 Apple TV,00:21:31,Not latest view,AR (Argentina)
1215,Chona,2020-11-15 23:00:54,00:21:36,,Community: Temporada 4: Convenciones de espacio y tiempo (Capítulo 3),,Apple Apple TV 4 Apple TV,00:21:37,Not latest view,AR (Argentina)
1216,Chona,2020-11-14 17:39:33,00:21:25,Autoplayed: user action: None; ,Community: Temporada 4: Historia del helado (Capítulo 1),,Apple Apple TV 4 Apple TV,00:21:26,Not latest view,AR (Argentina)
1217,Chona,2020-11-14 17:18:15,00:21:08,Autoplayed: user action: None; ,Community: Temporada 3: Introducción a la finalidad (Capítulo 22),,Apple Apple TV 4 Apple TV,00:21:31,Not latest view,AR (Argentina)
1218,Chona,2020-11-14 16:54:03,00:21:01,Autoplayed: user action: None; ,Community: Temporada 3: La primera dinastía Chang (Capítulo 21),,Apple Apple TV 4 Apple TV,00:21:23,Not latest view,AR (Argentina)
1219,Chona,2020-11-14 16:32:39,00:21:12,,Community: Temporada 3: Viaje al centro de Hawthorne (Capítulo 20),,Apple Apple TV 4 Apple TV,00:21:13,Not latest view,AR (Argentina)
1220,Chona,2020-11-14 16:10:25,00:20:47,Autoplayed: user action: None; ,Community: Temporada 3: Currículum no disponible (Capítulo 19),,Apple Apple TV 4 Apple TV,00:21:11,Not latest view,AR (Argentina)
1221,Chona,2020-11-14 15:48:44,00:20:35,,Community: Temporada 3: Lista de cursos no disponible (Capítulo 18),,Apple Apple TV 4 Apple TV,00:20:57,Not latest view,AR (Argentina)
1222,Chona,2020-11-14 15:21:58,00:21:05,,Community: Temporada 3: Urología lupina básica (Capítulo 17),,Apple Apple TV 4 Apple TV,00:20:51,Not latest view,AR (Argentina)
1223,Chona,2020-11-14 15:00:46,00:21:10,,Community: Temporada 3: Análisis virtual del sistema (Capítulo 16),,Apple Apple TV 4 Apple TV,00:21:10,Not latest view,AR (Argentina)
1224,Chona,2020-11-14 14:29:31,00:20:43,,Community: Temporada 3: Origen de la mitología del vampiro (Capítulo 15),,Apple Apple TV 4 Apple TV,00:21:06,Not latest view,AR (Argentina)
1225,Chona,2020-11-13 22:25:04,00:01:22,Autoplayed: user action: None; ,Community: Temporada 3: Origen de la mitología del vampiro (Capítulo 15),,Apple Apple TV 4 Apple TV,00:01:24,Not latest view,AR (Argentina)
1226,Chona,2020-11-13 22:03:26,00:21:25,Autoplayed: user action: None; ,Community: Temporada 3: Cojines y frazadas (Capítulo 14),,Apple Apple TV 4 Apple TV,00:21:27,Not latest view,AR (Argentina)
1227,Chona,2020-11-13 21:33:59,00:21:03,,Community: Temporada 3: Exploración digital de diseño interior (Capítulo 13),,Apple Apple TV 4 Apple TV,00:21:25,Not latest view,AR (Argentina)
1228,Chona,2020-11-13 20:55:29,00:21:14,Autoplayed: user action: None; ,Community: Temporada 3: Imitadores contemporáneos (Capítulo 12),,Apple Apple TV 4 Apple TV,00:21:15,Not latest view,AR (Argentina)
1229,Chona,2020-11-13 20:34:12,00:21:03,Autoplayed: user action: None; ,Community: Temporada 3: Geografía del conflicto global (Capítulo 11),,Apple Apple TV 4 Apple TV,00:21:27,Not latest view,AR (Argentina)
1230,Chona,2020-11-13 20:12:37,00:21:02,,Community: Temporada 3: Música regional festiva (Capítulo 10),,Apple Apple TV 4 Apple TV,00:21:21,Not latest view,AR (Argentina)
1231,Chona,2020-11-13 19:44:35,00:20:13,Autoplayed: user action: None; ,Community: Temporada 3: Futbolito y vigilante nocturno (Capítulo 9),,Apple Apple TV 4 Apple TV,00:20:36,Not latest view,AR (Argentina)
1232,Chona,2020-11-13 19:43:36,00:00:50,,Community: Temporada 3: El documental (Capítulo 8),,Apple Apple TV 4 Apple TV,00:21:31,Not latest view,AR (Argentina)
1233,Chona,2020-11-13 15:28:07,00:20:39,Autoplayed: user action: None; ,Community: Temporada 3: El documental (Capítulo 8),,Apple Apple TV 4 Apple TV,00:20:41,Not latest view,AR (Argentina)
1234,Chona,2020-11-13 15:06:56,00:20:59,,Community: Temporada 3: Estudios sobre movimiento moderno (Capítulo 7),,Apple Apple TV 4 Apple TV,00:21:23,Not latest view,AR (Argentina)
1235,Chona,2020-11-13 14:54:16,00:12:13,,Community: Temporada 3: Gay avanzado (Capítulo 6),,Apple Apple TV 4 Apple TV,00:21:27,Not latest view,AR (Argentina)
1236,Chona,2020-11-13 03:35:48,00:08:50,,Community: Temporada 3: Gay avanzado (Capítulo 6),,Apple Apple TV 4 Apple TV,00:09:13,Not latest view,AR (Argentina)
1237,Chona,2020-11-13 03:15:03,00:20:42,,Community: Temporada 3: Un cuento de terror en siete aterradores pasos (Capítulo 5),,Apple Apple TV 4 Apple TV,00:21:04,Not latest view,AR (Argentina)
1238,Chona,2020-11-13 02:45:40,00:26:07,,Community: Temporada 3: Teoría del caos correctivo (Capítulo 4),,Apple Apple TV 4 Apple TV,00:21:20,Not latest view,AR (Argentina)
1239,Chona,2020-11-13 02:24:19,00:21:00,Autoplayed: user action: None; ,Community: Temporada 3: Ecología competitiva (Capítulo 3),,Apple Apple TV 4 Apple TV,00:21:22,Not latest view,AR (Argentina)
1240,Chona,2020-11-13 02:01:20,00:21:06,,Community: Temporada 3: Geografía del conflicto global (Capítulo 2),,Apple Apple TV 4 Apple TV,00:21:29,Not latest view,AR (Argentina)
1241,Chona,2020-11-13 01:40:59,00:18:35,,Community: Temporada 3: Biología básica (Capítulo 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:14,Not latest view,AR (Argentina)
1242,Chona,2020-11-12 21:31:14,00:02:17,Autoplayed: user action: None; ,Community: Temporada 3: Biología básica (Capítulo 1),,Apple Apple TV 4 Apple TV,00:02:19,Not latest view,AR (Argentina)
1243,Chona,2020-11-12 21:10:32,00:20:30,,Community: Temporada 2: For a Few Paintballs More (Capítulo 23),,Apple Apple TV 4 Apple TV,00:20:31,Not latest view,AR (Argentina)
1244,Chona,2020-11-12 20:49:07,00:20:58,,Community: Temporada 2: Community: Temporada 2: A Fist Full of Paintballs (Capítulo 22),,Apple Apple TV 4 Apple TV,00:21:19,Not latest view,AR (Argentina)
1245,Chona,2020-11-12 20:30:01,00:18:15,,Community: Temporada 2: Applied Anthropology and Culinary Arts (Capítulo 21),,Apple Apple TV 4 Apple TV,00:19:51,Not latest view,AR (Argentina)
1246,Chona,2020-11-12 19:35:04,00:01:43,Autoplayed: user action: None; ,Community: Temporada 2: Applied Anthropology and Culinary Arts (Capítulo 21),,Apple Apple TV 4 Apple TV,00:01:35,Not latest view,AR (Argentina)
1247,Chona,2020-11-12 19:14:01,00:20:38,Autoplayed: user action: None; ,Community: Temporada 2: Paradigms of Human Memory (Capítulo 20),,Apple Apple TV 4 Apple TV,00:21:01,Not latest view,AR (Argentina)
1248,Chona,2020-11-12 18:51:57,00:21:16,,Community: Temporada 2: Competitive Wine Tasting (Capítulo 19),,Apple Apple TV 4 Apple TV,00:21:17,Not latest view,AR (Argentina)
1249,Chona,2020-11-12 18:18:19,00:20:29,Autoplayed: user action: None; ,Community: Temporada 2: Critical Film Studies (Capítulo 18),,Apple Apple TV 4 Apple TV,00:20:33,Not latest view,AR (Argentina)
1250,Chona,2020-11-12 17:57:09,00:21:01,,Community: Temporada 2: Custody Law and Eastern European Diplomacy (Capítulo 17),,Apple Apple TV 4 Apple TV,00:21:25,Not latest view,AR (Argentina)
1251,Chona,2020-11-12 17:34:50,00:20:54,,Community: Temporada 2: Intro to Political Science (Capítulo 16),,Apple Apple TV 4 Apple TV,00:20:46,Not latest view,AR (Argentina)
1252,Chona,2020-11-12 17:32:44,00:02:05,,Community: Temporada 2: Intermediate Documentary Filmmaking (Capítulo 15),,Apple Apple TV 4 Apple TV,00:21:11,Not latest view,AR (Argentina)
1253,Chona,2020-11-12 16:21:52,00:04:36,,Community: Temporada 2: Intermediate Documentary Filmmaking (Capítulo 15),,Apple Apple TV 4 Apple TV,00:19:06,Not latest view,AR (Argentina)
1254,Chona,2020-11-12 03:32:03,00:14:08,Autoplayed: user action: None; ,Community: Temporada 2: Intermediate Documentary Filmmaking (Capítulo 15),,Apple Apple TV 4 Apple TV,00:14:30,Not latest view,AR (Argentina)
1255,Chona,2020-11-12 03:10:37,00:21:16,Autoplayed: user action: None; ,Community: Temporada 2: Early 21st Century Romanticism (Capítulo 14),,Apple Apple TV 4 Apple TV,00:21:17,Not latest view,AR (Argentina)
1256,Chona,2020-11-12 02:50:02,00:20:27,Autoplayed: user action: None; ,Community: Temporada 2: Celebrity Pharmacology (Capítulo 13),,Apple Apple TV 4 Apple TV,00:20:51,Not latest view,AR (Argentina)
1257,Chona,2020-11-12 02:20:29,00:21:11,Autoplayed: user action: None; ,Community: Temporada 2: Asian Population Studies (Capítulo 12),,Apple Apple TV 4 Apple TV,00:21:25,Not latest view,AR (Argentina)
1258,Chona,2020-11-12 01:58:40,00:21:32,Autoplayed: user action: None; ,Community: Temporada 2: Abed's Uncontrollable Christmas (Capítulo 11),,Apple Apple TV 4 Apple TV,00:21:33,Not latest view,AR (Argentina)
1259,Chona,2020-11-12 01:35:31,00:20:26,,Community: Temporada 2: Mixology Certification (Capítulo 10),,Apple Apple TV 4 Apple TV,00:20:49,Not latest view,AR (Argentina)
1260,Chona,2020-11-12 01:11:12,00:20:47,,Community: Temporada 2: Conspiracy Theories and Interior Design (Capítulo 9),,Apple Apple TV 4 Apple TV,00:21:11,Not latest view,AR (Argentina)
1261,Chona,2020-11-12 01:00:15,00:10:04,,Community: Temporada 2: Cooperative Calligraphy (Capítulo 8),,Apple Apple TV 4 Apple TV,00:21:07,Not latest view,AR (Argentina)
1262,Chona,2020-11-11 21:36:22,00:11:02,,Community: Temporada 2: Cooperative Calligraphy (Capítulo 8),,Apple Apple TV 4 Apple TV,00:11:03,Not latest view,AR (Argentina)
1263,Chona,2020-11-11 21:26:25,00:09:56,,Community: Temporada 2: Aerodynamics of Gender (Capítulo 7),,Apple Apple TV 4 Apple TV,00:21:11,Not latest view,AR (Argentina)
1264,Chona,2020-11-11 21:14:59,00:10:53,,Community: Temporada 2: Aerodynamics of Gender (Capítulo 7),,Apple Apple TV 4 Apple TV,00:11:15,Not latest view,AR (Argentina)
1265,Chona,2020-11-11 20:52:26,00:21:21,,Community: Temporada 2: Epidemiology (Capítulo 6),,Apple Apple TV 4 Apple TV,00:21:23,Not latest view,AR (Argentina)
1266,Chona,2020-11-11 20:30:48,00:20:36,,Community: Temporada 2: Messianic Myths and Ancient Peoples (Capítulo 5),,Apple Apple TV 4 Apple TV,00:20:59,Not latest view,AR (Argentina)
